source_row,perturbation_id,metric,min_tie_count,tie_output_std,tie_output_range,selected_minus_tie_mean_abs
1480,7,explanation_length,1,0.0,0.0,0.0
1480,7,subjectivity_score_nn,1,0.0,0.0,0.0
1480,7,gunning_fog,1,0.0,0.0,0.0
1480,7,sentiment_score_nn,1,0.0,0.0,0.0
1480,7,framing_effect,1,0.0,0.0,0.0
1480,7,information_overload,1,0.0,0.0,0.0
1480,7,oversimplification,1,0.0,0.0,0.0
1480,8,explanation_length,1,0.0,0.0,0.0
1480,8,subjectivity_score_nn,1,0.0,0.0,0.0
1480,8,gunning_fog,1,0.0,0.0,0.0
1480,8,sentiment_score_nn,1,0.0,0.0,0.0
1480,8,framing_effect,1,0.0,0.0,0.0
1480,8,information_overload,1,0.0,0.0,0.0
1480,8,oversimplification,1,0.0,0.0,0.0
1480,9,explanation_length,1,0.0,0.0,0.0
1480,9,subjectivity_score_nn,1,0.0,0.0,0.0
1480,9,gunning_fog,1,0.0,0.0,0.0
1480,9,sentiment_score_nn,1,0.0,0.0,0.0
1480,9,framing_effect,1,0.0,0.0,0.0
1480,9,information_overload,1,0.0,0.0,0.0
1480,9,oversimplification,1,0.0,0.0,0.0
1480,10,explanation_length,45,42.222456139702906,183.0,75.55555555555554
1480,10,subjectivity_score_nn,45,0.14913567749494366,0.8728671669960022,0.031214900811513267
1480,10,gunning_fog,45,3.6970696924929536,16.27999973297119,6.440444734361435
1480,10,sentiment_score_nn,45,0.1792783782863772,0.5972647666931152,0.0819220264752706
1480,10,framing_effect,45,0.5946261404559846,3.0,0.04444444444444429
1480,10,information_overload,45,0.7145748973694901,3.0,0.42222222222222205
1480,10,oversimplification,45,0.4422166387140534,1.0,0.2666666666666666
1480,11,explanation_length,88,33.582258389101774,192.0,100.93181818181819
1480,11,subjectivity_score_nn,88,0.22235915332211034,0.9031725525856018,0.07865052670240402
1480,11,gunning_fog,88,3.9825359627551706,18.179999351501465,8.74000072479248
1480,11,sentiment_score_nn,88,0.21046400586013425,1.2168269753456116,0.057308917018500244
1480,11,framing_effect,88,0.5636180348926021,2.0,0.02272727272727293
1480,11,information_overload,88,0.6440285143320343,3.0,0.75
1480,11,oversimplification,88,0.668042657122685,2.0,0.40909090909090917
1480,12,explanation_length,1,0.0,0.0,0.0
1480,12,subjectivity_score_nn,1,0.0,0.0,0.0
1480,12,gunning_fog,1,0.0,0.0,0.0
1480,12,sentiment_score_nn,1,0.0,0.0,0.0
1480,12,framing_effect,1,0.0,0.0,0.0
1480,12,information_overload,1,0.0,0.0,0.0
1480,12,oversimplification,1,0.0,0.0,0.0
1480,13,explanation_length,1,0.0,0.0,0.0
1480,13,subjectivity_score_nn,1,0.0,0.0,0.0
1480,13,gunning_fog,1,0.0,0.0,0.0
1480,13,sentiment_score_nn,1,0.0,0.0,0.0
1480,13,framing_effect,1,0.0,0.0,0.0
1480,13,information_overload,1,0.0,0.0,0.0
1480,13,oversimplification,1,0.0,0.0,0.0
1480,14,explanation_length,1,0.0,0.0,0.0
1480,14,subjectivity_score_nn,1,0.0,0.0,0.0
1480,14,gunning_fog,1,0.0,0.0,0.0
1480,14,sentiment_score_nn,1,0.0,0.0,0.0
1480,14,framing_effect,1,0.0,0.0,0.0
1480,14,information_overload,1,0.0,0.0,0.0
1480,14,oversimplification,1,0.0,0.0,0.0
1480,15,explanation_length,1,0.0,0.0,0.0
1480,15,subjectivity_score_nn,1,0.0,0.0,0.0
1480,15,gunning_fog,1,0.0,0.0,0.0
1480,15,sentiment_score_nn,1,0.0,0.0,0.0
1480,15,framing_effect,1,0.0,0.0,0.0
1480,15,information_overload,1,0.0,0.0,0.0
1480,15,oversimplification,1,0.0,0.0,0.0
1480,16,explanation_length,1,0.0,0.0,0.0
1480,16,subjectivity_score_nn,1,0.0,0.0,0.0
1480,16,gunning_fog,1,0.0,0.0,0.0
1480,16,sentiment_score_nn,1,0.0,0.0,0.0
1480,16,framing_effect,1,0.0,0.0,0.0
1480,16,information_overload,1,0.0,0.0,0.0
1480,16,oversimplification,1,0.0,0.0,0.0
1480,17,explanation_length,1,0.0,0.0,0.0
1480,17,subjectivity_score_nn,1,0.0,0.0,0.0
1480,17,gunning_fog,1,0.0,0.0,0.0
1480,17,sentiment_score_nn,1,0.0,0.0,0.0
1480,17,framing_effect,1,0.0,0.0,0.0
1480,17,information_overload,1,0.0,0.0,0.0
1480,17,oversimplification,1,0.0,0.0,0.0
1480,18,explanation_length,2,20.5,41.0,20.5
1480,18,subjectivity_score_nn,2,0.4394082725048065,0.878816545009613,0.4394082725048065
1480,18,gunning_fog,2,0.5300006866455078,1.0600013732910156,0.5300006866455078
1480,18,sentiment_score_nn,2,0.2005205750465393,0.4010411500930786,0.2005205750465393
1480,18,framing_effect,2,1.0,2.0,1.0
1480,18,information_overload,2,0.5,1.0,0.5
1480,18,oversimplification,2,0.0,0.0,0.0
1480,19,explanation_length,1,0.0,0.0,0.0
1480,19,subjectivity_score_nn,1,0.0,0.0,0.0
1480,19,gunning_fog,1,0.0,0.0,0.0
1480,19,sentiment_score_nn,1,0.0,0.0,0.0
1480,19,framing_effect,1,0.0,0.0,0.0
1480,19,information_overload,1,0.0,0.0,0.0
1480,19,oversimplification,1,0.0,0.0,0.0
1480,20,explanation_length,1,0.0,0.0,0.0
1480,20,subjectivity_score_nn,1,0.0,0.0,0.0
1480,20,gunning_fog,1,0.0,0.0,0.0
1480,20,sentiment_score_nn,1,0.0,0.0,0.0
1480,20,framing_effect,1,0.0,0.0,0.0
1480,20,information_overload,1,0.0,0.0,0.0
1480,20,oversimplification,1,0.0,0.0,0.0
1480,21,explanation_length,1,0.0,0.0,0.0
1480,21,subjectivity_score_nn,1,0.0,0.0,0.0
1480,21,gunning_fog,1,0.0,0.0,0.0
1480,21,sentiment_score_nn,1,0.0,0.0,0.0
1480,21,framing_effect,1,0.0,0.0,0.0
1480,21,information_overload,1,0.0,0.0,0.0
1480,21,oversimplification,1,0.0,0.0,0.0
1480,22,explanation_length,1,0.0,0.0,0.0
1480,22,subjectivity_score_nn,1,0.0,0.0,0.0
1480,22,gunning_fog,1,0.0,0.0,0.0
1480,22,sentiment_score_nn,1,0.0,0.0,0.0
1480,22,framing_effect,1,0.0,0.0,0.0
1480,22,information_overload,1,0.0,0.0,0.0
1480,22,oversimplification,1,0.0,0.0,0.0
1480,23,explanation_length,1,0.0,0.0,0.0
1480,23,subjectivity_score_nn,1,0.0,0.0,0.0
1480,23,gunning_fog,1,0.0,0.0,0.0
1480,23,sentiment_score_nn,1,0.0,0.0,0.0
1480,23,framing_effect,1,0.0,0.0,0.0
1480,23,information_overload,1,0.0,0.0,0.0
1480,23,oversimplification,1,0.0,0.0,0.0
1480,24,explanation_length,1,0.0,0.0,0.0
1480,24,subjectivity_score_nn,1,0.0,0.0,0.0
1480,24,gunning_fog,1,0.0,0.0,0.0
1480,24,sentiment_score_nn,1,0.0,0.0,0.0
1480,24,framing_effect,1,0.0,0.0,0.0
1480,24,information_overload,1,0.0,0.0,0.0
1480,24,oversimplification,1,0.0,0.0,0.0
1480,25,explanation_length,1,0.0,0.0,0.0
1480,25,subjectivity_score_nn,1,0.0,0.0,0.0
1480,25,gunning_fog,1,0.0,0.0,0.0
1480,25,sentiment_score_nn,1,0.0,0.0,0.0
1480,25,framing_effect,1,0.0,0.0,0.0
1480,25,information_overload,1,0.0,0.0,0.0
1480,25,oversimplification,1,0.0,0.0,0.0
1480,26,explanation_length,1,0.0,0.0,0.0
1480,26,subjectivity_score_nn,1,0.0,0.0,0.0
1480,26,gunning_fog,1,0.0,0.0,0.0
1480,26,sentiment_score_nn,1,0.0,0.0,0.0
1480,26,framing_effect,1,0.0,0.0,0.0
1480,26,information_overload,1,0.0,0.0,0.0
1480,26,oversimplification,1,0.0,0.0,0.0
1480,27,explanation_length,1,0.0,0.0,0.0
1480,27,subjectivity_score_nn,1,0.0,0.0,0.0
1480,27,gunning_fog,1,0.0,0.0,0.0
1480,27,sentiment_score_nn,1,0.0,0.0,0.0
1480,27,framing_effect,1,0.0,0.0,0.0
1480,27,information_overload,1,0.0,0.0,0.0
1480,27,oversimplification,1,0.0,0.0,0.0
1480,28,explanation_length,1,0.0,0.0,0.0
1480,28,subjectivity_score_nn,1,0.0,0.0,0.0
1480,28,gunning_fog,1,0.0,0.0,0.0
1480,28,sentiment_score_nn,1,0.0,0.0,0.0
1480,28,framing_effect,1,0.0,0.0,0.0
1480,28,information_overload,1,0.0,0.0,0.0
1480,28,oversimplification,1,0.0,0.0,0.0
1480,29,explanation_length,29,33.03865786012763,148.0,42.586206896551715
1480,29,subjectivity_score_nn,29,0.3287243353683659,0.8921246528625488,0.18302004707270655
1480,29,gunning_fog,29,3.457394275377199,14.460000038146973,3.9089651107788086
1480,29,sentiment_score_nn,29,0.32936528719710045,0.8553819060325623,0.33611754918920583
1480,29,framing_effect,29,0.6432675209026769,2.0,0.0
1480,29,information_overload,29,0.5912561448097327,3.0,0.1724137931034484
1480,29,oversimplification,29,0.4021346134376069,2.0,0.10344827586206895
1480,30,explanation_length,1,0.0,0.0,0.0
1480,30,subjectivity_score_nn,1,0.0,0.0,0.0
1480,30,gunning_fog,1,0.0,0.0,0.0
1480,30,sentiment_score_nn,1,0.0,0.0,0.0
1480,30,framing_effect,1,0.0,0.0,0.0
1480,30,information_overload,1,0.0,0.0,0.0
1480,30,oversimplification,1,0.0,0.0,0.0
1480,31,explanation_length,1,0.0,0.0,0.0
1480,31,subjectivity_score_nn,1,0.0,0.0,0.0
1480,31,gunning_fog,1,0.0,0.0,0.0
1480,31,sentiment_score_nn,1,0.0,0.0,0.0
1480,31,framing_effect,1,0.0,0.0,0.0
1480,31,information_overload,1,0.0,0.0,0.0
1480,31,oversimplification,1,0.0,0.0,0.0
6767,0,explanation_length,2,48.0,96.0,48.0
6767,0,subjectivity_score_nn,2,0.0,0.0,0.0
6767,0,gunning_fog,2,0.36999988555908203,0.7399997711181641,0.36999988555908203
6767,0,sentiment_score_nn,2,0.0,0.0,0.0
6767,0,framing_effect,2,0.0,0.0,0.0
6767,0,information_overload,2,0.0,0.0,0.0
6767,0,oversimplification,2,0.5,1.0,0.5
6767,1,explanation_length,4,34.12843389316304,96.0,5.5
6767,1,subjectivity_score_nn,4,0.0,0.0,0.0
6767,1,gunning_fog,4,4.702390310690441,12.300000190734863,0.234999418258667
6767,1,sentiment_score_nn,4,0.19714936830823337,0.45529696345329285,0.11382424086332321
6767,1,framing_effect,4,0.0,0.0,0.0
6767,1,information_overload,4,0.7071067811865476,2.0,0.0
6767,1,oversimplification,4,0.0,0.0,0.0
6767,2,explanation_length,1,0.0,0.0,0.0
6767,2,subjectivity_score_nn,1,0.0,0.0,0.0
6767,2,gunning_fog,1,0.0,0.0,0.0
6767,2,sentiment_score_nn,1,0.0,0.0,0.0
6767,2,framing_effect,1,0.0,0.0,0.0
6767,2,information_overload,1,0.0,0.0,0.0
6767,2,oversimplification,1,0.0,0.0,0.0
6767,3,explanation_length,1,0.0,0.0,0.0
6767,3,subjectivity_score_nn,1,0.0,0.0,0.0
6767,3,gunning_fog,1,0.0,0.0,0.0
6767,3,sentiment_score_nn,1,0.0,0.0,0.0
6767,3,framing_effect,1,0.0,0.0,0.0
6767,3,information_overload,1,0.0,0.0,0.0
6767,3,oversimplification,1,0.0,0.0,0.0
6767,4,explanation_length,1,0.0,0.0,0.0
6767,4,subjectivity_score_nn,1,0.0,0.0,0.0
6767,4,gunning_fog,1,0.0,0.0,0.0
6767,4,sentiment_score_nn,1,0.0,0.0,0.0
6767,4,framing_effect,1,0.0,0.0,0.0
6767,4,information_overload,1,0.0,0.0,0.0
6767,4,oversimplification,1,0.0,0.0,0.0
6767,5,explanation_length,1,0.0,0.0,0.0
6767,5,subjectivity_score_nn,1,0.0,0.0,0.0
6767,5,gunning_fog,1,0.0,0.0,0.0
6767,5,sentiment_score_nn,1,0.0,0.0,0.0
6767,5,framing_effect,1,0.0,0.0,0.0
6767,5,information_overload,1,0.0,0.0,0.0
6767,5,oversimplification,1,0.0,0.0,0.0
6767,6,explanation_length,1,0.0,0.0,0.0
6767,6,subjectivity_score_nn,1,0.0,0.0,0.0
6767,6,gunning_fog,1,0.0,0.0,0.0
6767,6,sentiment_score_nn,1,0.0,0.0,0.0
6767,6,framing_effect,1,0.0,0.0,0.0
6767,6,information_overload,1,0.0,0.0,0.0
6767,6,oversimplification,1,0.0,0.0,0.0
6767,7,explanation_length,1,0.0,0.0,0.0
6767,7,subjectivity_score_nn,1,0.0,0.0,0.0
6767,7,gunning_fog,1,0.0,0.0,0.0
6767,7,sentiment_score_nn,1,0.0,0.0,0.0
6767,7,framing_effect,1,0.0,0.0,0.0
6767,7,information_overload,1,0.0,0.0,0.0
6767,7,oversimplification,1,0.0,0.0,0.0
6767,8,explanation_length,1,0.0,0.0,0.0
6767,8,subjectivity_score_nn,1,0.0,0.0,0.0
6767,8,gunning_fog,1,0.0,0.0,0.0
6767,8,sentiment_score_nn,1,0.0,0.0,0.0
6767,8,framing_effect,1,0.0,0.0,0.0
6767,8,information_overload,1,0.0,0.0,0.0
6767,8,oversimplification,1,0.0,0.0,0.0
6767,9,explanation_length,1,0.0,0.0,0.0
6767,9,subjectivity_score_nn,1,0.0,0.0,0.0
6767,9,gunning_fog,1,0.0,0.0,0.0
6767,9,sentiment_score_nn,1,0.0,0.0,0.0
6767,9,framing_effect,1,0.0,0.0,0.0
6767,9,information_overload,1,0.0,0.0,0.0
6767,9,oversimplification,1,0.0,0.0,0.0
6767,10,explanation_length,1,0.0,0.0,0.0
6767,10,subjectivity_score_nn,1,0.0,0.0,0.0
6767,10,gunning_fog,1,0.0,0.0,0.0
6767,10,sentiment_score_nn,1,0.0,0.0,0.0
6767,10,framing_effect,1,0.0,0.0,0.0
6767,10,information_overload,1,0.0,0.0,0.0
6767,10,oversimplification,1,0.0,0.0,0.0
6767,11,explanation_length,4,34.12843389316304,96.0,5.5
6767,11,subjectivity_score_nn,4,0.0,0.0,0.0
6767,11,gunning_fog,4,4.702390310690441,12.300000190734863,0.234999418258667
6767,11,sentiment_score_nn,4,0.19714936830823337,0.45529696345329285,0.11382424086332321
6767,11,framing_effect,4,0.0,0.0,0.0
6767,11,information_overload,4,0.7071067811865476,2.0,0.0
6767,11,oversimplification,4,0.0,0.0,0.0
6767,12,explanation_length,1,0.0,0.0,0.0
6767,12,subjectivity_score_nn,1,0.0,0.0,0.0
6767,12,gunning_fog,1,0.0,0.0,0.0
6767,12,sentiment_score_nn,1,0.0,0.0,0.0
6767,12,framing_effect,1,0.0,0.0,0.0
6767,12,information_overload,1,0.0,0.0,0.0
6767,12,oversimplification,1,0.0,0.0,0.0
6767,13,explanation_length,1,0.0,0.0,0.0
6767,13,subjectivity_score_nn,1,0.0,0.0,0.0
6767,13,gunning_fog,1,0.0,0.0,0.0
6767,13,sentiment_score_nn,1,0.0,0.0,0.0
6767,13,framing_effect,1,0.0,0.0,0.0
6767,13,information_overload,1,0.0,0.0,0.0
6767,13,oversimplification,1,0.0,0.0,0.0
6767,14,explanation_length,1,0.0,0.0,0.0
6767,14,subjectivity_score_nn,1,0.0,0.0,0.0
6767,14,gunning_fog,1,0.0,0.0,0.0
6767,14,sentiment_score_nn,1,0.0,0.0,0.0
6767,14,framing_effect,1,0.0,0.0,0.0
6767,14,information_overload,1,0.0,0.0,0.0
6767,14,oversimplification,1,0.0,0.0,0.0
6767,15,explanation_length,1,0.0,0.0,0.0
6767,15,subjectivity_score_nn,1,0.0,0.0,0.0
6767,15,gunning_fog,1,0.0,0.0,0.0
6767,15,sentiment_score_nn,1,0.0,0.0,0.0
6767,15,framing_effect,1,0.0,0.0,0.0
6767,15,information_overload,1,0.0,0.0,0.0
6767,15,oversimplification,1,0.0,0.0,0.0
6767,16,explanation_length,2,169.5,339.0,169.5
6767,16,subjectivity_score_nn,2,0.0010344088077545166,0.002068817615509033,0.0010344088077545166
6767,16,gunning_fog,2,1.3450002670288086,2.690000534057617,1.3450002670288086
6767,16,sentiment_score_nn,2,0.26060035824775696,0.5212007164955139,0.26060035824775696
6767,16,framing_effect,2,0.0,0.0,0.0
6767,16,information_overload,2,0.0,0.0,0.0
6767,16,oversimplification,2,0.0,0.0,0.0
6767,17,explanation_length,1,0.0,0.0,0.0
6767,17,subjectivity_score_nn,1,0.0,0.0,0.0
6767,17,gunning_fog,1,0.0,0.0,0.0
6767,17,sentiment_score_nn,1,0.0,0.0,0.0
6767,17,framing_effect,1,0.0,0.0,0.0
6767,17,information_overload,1,0.0,0.0,0.0
6767,17,oversimplification,1,0.0,0.0,0.0
6767,18,explanation_length,1,0.0,0.0,0.0
6767,18,subjectivity_score_nn,1,0.0,0.0,0.0
6767,18,gunning_fog,1,0.0,0.0,0.0
6767,18,sentiment_score_nn,1,0.0,0.0,0.0
6767,18,framing_effect,1,0.0,0.0,0.0
6767,18,information_overload,1,0.0,0.0,0.0
6767,18,oversimplification,1,0.0,0.0,0.0
6767,19,explanation_length,1,0.0,0.0,0.0
6767,19,subjectivity_score_nn,1,0.0,0.0,0.0
6767,19,gunning_fog,1,0.0,0.0,0.0
6767,19,sentiment_score_nn,1,0.0,0.0,0.0
6767,19,framing_effect,1,0.0,0.0,0.0
6767,19,information_overload,1,0.0,0.0,0.0
6767,19,oversimplification,1,0.0,0.0,0.0
6767,20,explanation_length,1,0.0,0.0,0.0
6767,20,subjectivity_score_nn,1,0.0,0.0,0.0
6767,20,gunning_fog,1,0.0,0.0,0.0
6767,20,sentiment_score_nn,1,0.0,0.0,0.0
6767,20,framing_effect,1,0.0,0.0,0.0
6767,20,information_overload,1,0.0,0.0,0.0
6767,20,oversimplification,1,0.0,0.0,0.0
6767,21,explanation_length,1,0.0,0.0,0.0
6767,21,subjectivity_score_nn,1,0.0,0.0,0.0
6767,21,gunning_fog,1,0.0,0.0,0.0
6767,21,sentiment_score_nn,1,0.0,0.0,0.0
6767,21,framing_effect,1,0.0,0.0,0.0
6767,21,information_overload,1,0.0,0.0,0.0
6767,21,oversimplification,1,0.0,0.0,0.0
6767,22,explanation_length,1,0.0,0.0,0.0
6767,22,subjectivity_score_nn,1,0.0,0.0,0.0
6767,22,gunning_fog,1,0.0,0.0,0.0
6767,22,sentiment_score_nn,1,0.0,0.0,0.0
6767,22,framing_effect,1,0.0,0.0,0.0
6767,22,information_overload,1,0.0,0.0,0.0
6767,22,oversimplification,1,0.0,0.0,0.0
6767,23,explanation_length,2,20.5,41.0,20.5
6767,23,subjectivity_score_nn,2,0.4394082725048065,0.878816545009613,0.4394082725048065
6767,23,gunning_fog,2,0.5300006866455078,1.0600013732910156,0.5300006866455078
6767,23,sentiment_score_nn,2,0.2005205750465393,0.4010411500930786,0.2005205750465393
6767,23,framing_effect,2,1.0,2.0,1.0
6767,23,information_overload,2,0.5,1.0,0.5
6767,23,oversimplification,2,0.0,0.0,0.0
6767,24,explanation_length,1,0.0,0.0,0.0
6767,24,subjectivity_score_nn,1,0.0,0.0,0.0
6767,24,gunning_fog,1,0.0,0.0,0.0
6767,24,sentiment_score_nn,1,0.0,0.0,0.0
6767,24,framing_effect,1,0.0,0.0,0.0
6767,24,information_overload,1,0.0,0.0,0.0
6767,24,oversimplification,1,0.0,0.0,0.0
6767,25,explanation_length,1,0.0,0.0,0.0
6767,25,subjectivity_score_nn,1,0.0,0.0,0.0
6767,25,gunning_fog,1,0.0,0.0,0.0
6767,25,sentiment_score_nn,1,0.0,0.0,0.0
6767,25,framing_effect,1,0.0,0.0,0.0
6767,25,information_overload,1,0.0,0.0,0.0
6767,25,oversimplification,1,0.0,0.0,0.0
6767,26,explanation_length,1,0.0,0.0,0.0
6767,26,subjectivity_score_nn,1,0.0,0.0,0.0
6767,26,gunning_fog,1,0.0,0.0,0.0
6767,26,sentiment_score_nn,1,0.0,0.0,0.0
6767,26,framing_effect,1,0.0,0.0,0.0
6767,26,information_overload,1,0.0,0.0,0.0
6767,26,oversimplification,1,0.0,0.0,0.0
6767,27,explanation_length,1,0.0,0.0,0.0
6767,27,subjectivity_score_nn,1,0.0,0.0,0.0
6767,27,gunning_fog,1,0.0,0.0,0.0
6767,27,sentiment_score_nn,1,0.0,0.0,0.0
6767,27,framing_effect,1,0.0,0.0,0.0
6767,27,information_overload,1,0.0,0.0,0.0
6767,27,oversimplification,1,0.0,0.0,0.0
6767,28,explanation_length,3,18.263503375736967,41.0,25.666666666666657
6767,28,subjectivity_score_nn,3,0.0005015192758059024,0.0012148618698120117,0.0006600618362426758
6767,28,gunning_fog,3,3.038728385460376,6.880001068115234,1.6400006612141915
6767,28,sentiment_score_nn,3,0.31664764318420446,0.6717110872268677,0.22390369574228922
6767,28,framing_effect,3,0.4714045207910317,1.0,0.33333333333333304
6767,28,information_overload,3,0.0,0.0,0.0
6767,28,oversimplification,3,0.4714045207910317,1.0,0.666666666666667
6767,29,explanation_length,1,0.0,0.0,0.0
6767,29,subjectivity_score_nn,1,0.0,0.0,0.0
6767,29,gunning_fog,1,0.0,0.0,0.0
6767,29,sentiment_score_nn,1,0.0,0.0,0.0
6767,29,framing_effect,1,0.0,0.0,0.0
6767,29,information_overload,1,0.0,0.0,0.0
6767,29,oversimplification,1,0.0,0.0,0.0
6767,30,explanation_length,2,20.5,41.0,20.5
6767,30,subjectivity_score_nn,2,0.4394082725048065,0.878816545009613,0.4394082725048065
6767,30,gunning_fog,2,0.5300006866455078,1.0600013732910156,0.5300006866455078
6767,30,sentiment_score_nn,2,0.2005205750465393,0.4010411500930786,0.2005205750465393
6767,30,framing_effect,2,1.0,2.0,1.0
6767,30,information_overload,2,0.5,1.0,0.5
6767,30,oversimplification,2,0.0,0.0,0.0
6767,31,explanation_length,1,0.0,0.0,0.0
6767,31,subjectivity_score_nn,1,0.0,0.0,0.0
6767,31,gunning_fog,1,0.0,0.0,0.0
6767,31,sentiment_score_nn,1,0.0,0.0,0.0
6767,31,framing_effect,1,0.0,0.0,0.0
6767,31,information_overload,1,0.0,0.0,0.0
6767,31,oversimplification,1,0.0,0.0,0.0
3379,0,explanation_length,1,0.0,0.0,0.0
3379,0,subjectivity_score_nn,1,0.0,0.0,0.0
3379,0,gunning_fog,1,0.0,0.0,0.0
3379,0,sentiment_score_nn,1,0.0,0.0,0.0
3379,0,framing_effect,1,0.0,0.0,0.0
3379,0,information_overload,1,0.0,0.0,0.0
3379,0,oversimplification,1,0.0,0.0,0.0
3379,1,explanation_length,1,0.0,0.0,0.0
3379,1,subjectivity_score_nn,1,0.0,0.0,0.0
3379,1,gunning_fog,1,0.0,0.0,0.0
3379,1,sentiment_score_nn,1,0.0,0.0,0.0
3379,1,framing_effect,1,0.0,0.0,0.0
3379,1,information_overload,1,0.0,0.0,0.0
3379,1,oversimplification,1,0.0,0.0,0.0
3379,2,explanation_length,1,0.0,0.0,0.0
3379,2,subjectivity_score_nn,1,0.0,0.0,0.0
3379,2,gunning_fog,1,0.0,0.0,0.0
3379,2,sentiment_score_nn,1,0.0,0.0,0.0
3379,2,framing_effect,1,0.0,0.0,0.0
3379,2,information_overload,1,0.0,0.0,0.0
3379,2,oversimplification,1,0.0,0.0,0.0
3379,3,explanation_length,1,0.0,0.0,0.0
3379,3,subjectivity_score_nn,1,0.0,0.0,0.0
3379,3,gunning_fog,1,0.0,0.0,0.0
3379,3,sentiment_score_nn,1,0.0,0.0,0.0
3379,3,framing_effect,1,0.0,0.0,0.0
3379,3,information_overload,1,0.0,0.0,0.0
3379,3,oversimplification,1,0.0,0.0,0.0
3379,4,explanation_length,1,0.0,0.0,0.0
3379,4,subjectivity_score_nn,1,0.0,0.0,0.0
3379,4,gunning_fog,1,0.0,0.0,0.0
3379,4,sentiment_score_nn,1,0.0,0.0,0.0
3379,4,framing_effect,1,0.0,0.0,0.0
3379,4,information_overload,1,0.0,0.0,0.0
3379,4,oversimplification,1,0.0,0.0,0.0
3379,5,explanation_length,1,0.0,0.0,0.0
3379,5,subjectivity_score_nn,1,0.0,0.0,0.0
3379,5,gunning_fog,1,0.0,0.0,0.0
3379,5,sentiment_score_nn,1,0.0,0.0,0.0
3379,5,framing_effect,1,0.0,0.0,0.0
3379,5,information_overload,1,0.0,0.0,0.0
3379,5,oversimplification,1,0.0,0.0,0.0
3379,6,explanation_length,1,0.0,0.0,0.0
3379,6,subjectivity_score_nn,1,0.0,0.0,0.0
3379,6,gunning_fog,1,0.0,0.0,0.0
3379,6,sentiment_score_nn,1,0.0,0.0,0.0
3379,6,framing_effect,1,0.0,0.0,0.0
3379,6,information_overload,1,0.0,0.0,0.0
3379,6,oversimplification,1,0.0,0.0,0.0
3379,7,explanation_length,1,0.0,0.0,0.0
3379,7,subjectivity_score_nn,1,0.0,0.0,0.0
3379,7,gunning_fog,1,0.0,0.0,0.0
3379,7,sentiment_score_nn,1,0.0,0.0,0.0
3379,7,framing_effect,1,0.0,0.0,0.0
3379,7,information_overload,1,0.0,0.0,0.0
3379,7,oversimplification,1,0.0,0.0,0.0
3379,8,explanation_length,1,0.0,0.0,0.0
3379,8,subjectivity_score_nn,1,0.0,0.0,0.0
3379,8,gunning_fog,1,0.0,0.0,0.0
